"","x"
"108",0.634063937591894
"109",0.499126947327536
"110",0.687412941155403
"111",0.658557607014659
"112",0.538489941532926
"113",0.527252933158509
"114",0.557959701525211
"115",0.679284841055809
"116",0.591722291238204
"117",0.386202938391363
"118",0.648790549608044
"119",0.541972773542898
"120",0.720295454461733
"121",0.408875370638161
"122",0.298230684157862
"123",0.521298911810551
"124",0.499274418775038
"125",0.706921656587626
"126",0.304420163067139
"127",0.431047017199786
"128",0.580076794406528
"129",0.483583211603648
"130",0.569762014956285
"131",0.410532092346234
"132",0.469673901680381
"133",0.454609118807485
"134",0.32427020471867
"135",0.660563534487571
"136",0.514449412510865
"137",0.512097994297369
"138",0.775341739475601
"139",0.705579532633641
"140",0.490319713999269
"141",0.739139079372481
"142",0.540079050938187
"143",0.531813604156956
"144",0.626317217772894
"145",0.622218100332674
"146",0.582995441227427
"147",0.560157260621747
"148",0.663248776267493
"149",0.757192115482863
"150",0.537723117277734
"151",0.829543770565511
"152",0.467975361542227
"153",0.916458162191082
"154",0.729699715232358
"155",0.542837821812349
"156",0.263904936831694
"157",0.537062856324251
"158",0.545039942638661
"159",0.828467020311618
"160",0.659488146571981
"161",0.312056351816762
"162",0.643115643283038
"163",0.45092900816811
"164",0.331065187023959
"165",0.745312471261674
"166",0.695138027145646
"167",0.5367508537816
"168",0.827284229123036
"169",0.550635996611563
"170",0.333517328989751
"171",0.744034172354111
"172",0.493272997959862
"173",0.621710864984678
"174",0.454022654443783
"175",0.393746803898583
"176",0.669796626468757
"177",0.457905103978336
"178",0.514369932379351
"179",0.71448740130922
"180",0.194852333959387
"181",0.451812874256703
"182",0.84184477338953
"183",0.599148376792282
"184",0.333865290900715
"185",0.592186204796719
"186",0.607193092105857
"187",0.477324136875341
"188",0.491638530848456
"189",0.593829631906532
"190",0.732775005958486
"191",0.466961711230798
"192",0.713245633864308
"193",0.304727754226004
"194",0.914782086466401
"195",0.721919479995781
"196",0.501558595588459
"197",0.583620263384212
"198",0.405118580176452
"199",0.452494315327838
"200",0.647041807598677
"201",0.273569783821744
"202",0.707082504332493
"203",0.732243772969296
"204",0.619328453985902
"205",0.475366789083977
"206",0.700186808960534
"207",0.567856475612294
"208",0.880774682589295
"209",0.679587279133971
"210",0.894083235815345
"211",0.503630687898252
"212",0.782314054362066
"213",0.753267559245061
"214",0.700766476818536
"215",0.88020431520459
"216",0.786307258762229
"217",0.774036367841073
"218",0.817714606974365
"219",0.486590386656354
"220",0.708863422439205
"221",0.800504445380769
"222",0.303996773903665
"223",0.797339241244938
"224",0.429663849096167
"225",0.366913325603047
"226",0.583752019290058
"227",0.328855854610107
"228",0.477556350132102
"229",0.734010048922233
"230",0.613160646470968
"231",0.803189774378447
"232",0.64364653386238
"233",0.32944457613931
"234",0.418240182381319
"235",0.625264435450091
"236",0.532451743201374
"237",0.743409640357247
"238",0.623859220955127
"239",0.424568336066122
"240",0.513225720490583
"241",0.761084598584266
"242",0.45051722493624
"243",0.362779234730944
"244",0.689360284547101
"245",0.628893536172756
"246",0.474026229267625
"247",0.592697275506309
"248",0.624290521159763
"249",0.478786037035155
"250",0.657672565716332
"251",0.490345022767324
"252",0.545742248319662
"253",0.717454793310994
"254",0.554852524248941
"255",0.335968207865902
"256",0.55819626391674
"257",0.331213609467526
"258",0.516700418135878
"259",0.499278958823221
"260",1.10193564977957
"261",0.677666423170336
"262",0.669888891209541
"263",0.631654112123734
"264",0.51632689017415
"265",0.176702436887231
"266",0.886614922233076
"267",0.518373646757679
"268",0.463699221514685
"269",0.500393159963608
"270",0.769966488934065
"271",0.717903918336283
"272",0.80896106312839
"273",0.64418795111313
"274",0.581815915946157
"275",0.560434437695846
"276",0.353789124950161
"277",0.641045647036694
"278",0.546656427139563
"279",0.539447889906267
"280",0.766445260952114
"281",0.791509665453333
"282",0.98796322396484
"283",0.673511466530978
"284",0.585002928514515
"285",0.456380183563038
"286",0.594729020206955
"287",0.872050311722853
"288",0.562645338415934
"289",0.870168977071196
"290",0.564779057457319
"291",0.63325612196743
"292",0.992267955326666
"293",0.604295138711189
"294",0.370307144158842
"295",0.493487719958614
"296",0.432886854300758
"297",0.614204453049707
"298",0.509513084503143
"299",0.659773283576326
"300",0.856748724713072
"301",0.4456344339542
"302",0.440561992634763
"303",0.559459677497593
"304",0.739585582732324
"305",0.659455108613653
"306",0.616515135557084
"307",0.848515405137744
"308",0.557524128641215
"309",0.892276973234595
"310",0.361153726428026
"311",0.644439682231932
"312",0.742981351180891
"313",0.780037547298639
"314",0.370365176659567
"315",0.500964844195755
"316",0.294512028416564
"317",0.562201043677664
"318",0.520900130508018
"319",0.756132989649702
"320",0.665683863323427
"321",0.553179898956673
"322",0.815386168710596
"323",0.577184726133276
"324",0.808034843384755
"325",0.705400416737856
"326",0.70457079470333
"327",0.743365078911614
"328",0.501874609698039
"329",0.376810192127233
"330",0.72811087038588
"331",0.394294153920992
"332",0.457126429286972
"333",0.565413621421658
"334",0.689269200534222
"335",0.696331893850703
"336",0.309699611151492
"337",0.638602968477959
"338",0.319923102241031
"339",0.955852728841646
"340",0.45089720841551
"341",0.866720642125141
"342",0.546429130702059
"343",0.698143436191671
"344",0.473078651984238
"345",0.61843511160602
"346",0.696143896494118
"347",0.841588816614862
"348",0.500850579660279
"349",0.352667710732319
"350",0.406218471220814
"351",0.619917157607755
"352",0.641003803102286
"353",0.556473381148658
"354",0.607868887690745
"355",0.550874376266157
"356",0.533365204898259
"357",0.955156636529075
"358",0.613701733735152
"359",0.793454529766117
"360",1.01397895777632
"361",0.390438867220888
"362",0.578218417707298
"363",0.599577996496164
"364",0.790671025725201
"365",0.548067641270859
"366",0.64969291142082
"367",0.628692175894253
"368",0.659258568081722
"369",0.498407846063654
"370",1.00721492471787
"371",0.419640993801679
"372",0.551024679630864
"373",0.665813804466864
"374",0.668230974170293
"375",0.415143224018499
"376",0.576255660079369
"377",0.378779369112727
"378",0.745044065111318
"379",0.454594434059611
"380",0.421933162950392
"381",0.599077399348119
"382",0.401387936707282
"383",0.633645286229243
"384",0.51214882290885
"385",0.500655452087971
"386",0.347808126798219
"387",0.208438796232918
"388",0.775553118837726
"389",0.878362272983056
"390",0.798670053918042
"391",0.587108358787302
"392",0.623285682107957
"393",0.656066797044554
"394",0.546693311025845
"395",0.677895429275848
"396",0.731213461113292
"397",0.74983054011025
"398",0.784270478387399
"399",0.533407750433274
"400",0.652905341085573
"401",0.583204723558728
"402",0.396493757896387
"403",0.456423129523421
"404",0.55510581625146
"405",0.642151968778255
"406",0.79358187998142
"407",0.729894591036953
"408",0.402710747386493
"409",0.695069927197087
"410",0.45631365841533
"411",0.742357026248504
"412",0.449179671038864
"413",0.403797792641201
"414",0.612894202306919
"415",0.471441252346185
"416",0.768357236970949
"417",0.434135498013149
"418",0.681588238070774
"419",0.755860283370227
"420",0.54439814972425
"421",0.671427824659726
"422",0.506147997975085
"423",0.420304320115963
"424",0.230808544948029
"425",0.453492109294801
"426",0.662482116366702
"427",0.611727528149037
"428",0.432953736651514
"429",0.587737556303916
"430",0.217992076951598
"431",0.727996331359406
"432",0.462480473449644
"433",0.58022351999336
"434",0.665008778951221
"435",0.465534371671606
"436",0.831882084498917
"437",0.648521758078854
"438",0.667938504928308
"439",0.728131864408269
"440",0.745650225900016
"441",0.68614168990551
"442",0.974665870331394
"443",0.504642424516448
"444",0.846790414138854
"445",0.385939709685315
"446",0.519677419937677
"447",0.524372369567081
"448",0.457986809073598
"449",0.617119705380346
"450",0.702754981131975
"451",0.47027176596847
"452",0.656883292237283
"453",0.700137463641358
"454",0.615466054751866
"455",0.473321725343477
"456",0.425712149307497
"457",0.465341202750837
"458",0.682127224245758
"459",0.881808842364719
"460",0.505127399504787
"461",0.832748192428443
"462",0.435949397304171
"463",0.509645925310956
"464",0.587858575576375
"465",0.532015397336847
"466",0.628198844433548
"467",0.732012655258521
"468",0.765490015316913
"469",0.720561209308312
"470",0.361956596306669
"471",0.506600641208322
"472",0.544125017461448
"473",0.709616862609595
"474",0.352413773670787
"475",0.492815021370554
"476",0.70517988454809
"477",0.751037502784643
"478",0.646011846831026
"479",0.866346628223039
"480",0.218287019434215
"481",0.636350007546191
"482",0.589241207375356
"483",0.441611780870779
"484",0.511453780585866
"485",0.638037144905675
"486",0.791941006605699
"487",0.639901379999407
"488",0.703155727422374
"489",0.453129177007409
"490",0.529687712671798
"491",0.593779454296611
"492",0.622622943418667
"493",0.683673863548189
"494",0.570660626886868
"495",0.721221970524312
"496",0.641793138425426
"497",0.385625675220339
"498",0.656774196782988
"499",0.329901510394983
"500",0.499450910752511
"501",0.645921544432566
"502",0.393852031222273
"503",0.581959111186714
"504",0.585301403764336
"505",0.580621463448461
"506",0.460336304043676
"507",0.694895125270143
"508",0.713388899189006
"509",0.538197270372912
"510",0.667655747386744
"511",0.467642040918739
"512",0.603567028255876
"513",0.720176171918635
"514",0.638850689043388
"515",0.622355934874509
"516",0.811963886435484
"517",0.481555998884653
"518",0.722788796719408
"519",0.636078679886946
"520",0.4835648591749
"521",0.588864437487087
"522",0.540529164392367
"523",0.704864774674254
"524",0.664936720945338
"525",0.310359239387573
"526",0.860638691239234
"527",0.2627560632464
"528",0.7086252126848
"529",0.481610388597989
"530",0.769041569750775
"531",0.662744226239703
"532",0.819043583152531
"533",0.571843060987344
"534",0.215802131622154
"535",0.563315688565002
"536",0.616750136026897
"537",0.792514686379395
"538",0.414727907324982
"539",0.557866472756084
"540",0.528107901259822
"541",0.837950668770061
"542",0.343454162712324
"543",0.767451294903
"544",0.782934605964935
"545",0.581981522300412
"546",0.735217564997341
"547",0.680818186623516
"548",0.48704044015939
"549",0.49011534256013
"550",0.280211545356556
"551",0.850050832286776
"552",0.805047332199788
"553",0.800860688701384
"554",0.597457865883137
"555",0.508015200447764
"556",0.338546762200123
"557",0.509177998589672
"558",0.45649234737601
"559",0.384089236754034
"560",0.648746498562239
"561",0.525271030375413
"562",0.670553930366117
"563",0.477436794906518
"564",0.92582332087316
"565",1.00878705973348
"566",0.837140214153496
"567",0.584158157733799
"568",0.702329062184419
"569",0.377914858251032
"570",0.389057478321247
"571",0.529365888599913
"572",0.867310470853418
"573",0.564682869485217
"574",0.746008448662718
"575",0.592169300237725
"576",0.545151735305601
"577",0.631504494706826
"578",0.579077140075544
"579",0.829934224469951
"580",0.391188612248561
"581",0.61726716866977
"582",0.595972488715674
"583",0.578629708479939
"584",0.498724055417524
"585",0.713443952879099
"586",0.366480054610055
"587",0.719234437832862
"588",0.253760768313205
"589",0.845566647621536
"590",0.711005748770606
"591",0.608146630067345
"592",0.216103648876054
"593",0.586391022278395
"594",0.483255437202879
"595",0.784633380088834
"596",0.341855429582047
"597",0.344941885391703
"598",0.564478237534622
"599",0.591277149530411
"600",0.500804732483425
"601",0.57085180363274
"602",0.558408987257685
"603",0.516888031706918
"604",0.493237158418567
"605",0.575209544904832
"606",0.753250733466228
"607",0.894608243129902
"608",0.761095513792501
"609",0.607224511339093
"610",0.40998005209736
"611",0.743781516513405
"612",0.831155891039359
"613",0.570807947025456
"614",0.569931756661058
"615",0.796582168973214
"616",0.629343959975556
"617",0.959080150976739
"618",0.591848451428132
"619",0.34455930142614
"620",0.767277505905489
"621",0.657220585140314
"622",0.557961201652299
"623",0.401443526361866
"624",0.73858431506701
"625",0.693703768387456
"626",0.642931979739775
"627",0.845594099901678
"628",0.43179736401074
"629",0.632701508148992
"630",0.560640196338371
"631",0.681490104491856
"632",0.670010585350817
"633",0.581482236664544
"634",0.363170468613718
"635",0.607463071090191
"636",0.834049319301485
"637",0.289376586496748
"638",0.51484687864389
"639",0.679497540520396
"640",0.42713207188838
"641",0.437771027611582
"642",0.439983035580104
"643",0.476254671306113
"644",0.656851872399797
"645",0.916009603471844
"646",0.687584782228746
"647",0.472196018851888
"648",0.511927645565493
"649",0.428351010339549
"650",0.486190572901969
"651",0.490495567168103
"652",0.823494717486927
"653",0.701345020583845
"654",0.328436131976935
"655",0.730631886821467
"656",0.802508357282831
"657",0.563421269503845
"658",0.814849489385843
"659",0.653954631944618
"660",0.701546456425013
"661",0.549212126134846
"662",0.82771492830798
"663",0.608496110553469
"664",0.557354541241551
"665",0.673800646074936
"666",0.582494995059411
"667",0.559512501945284
"668",0.714805255700079
"669",0.568221952044332
"670",0.533169694974066
"671",0.51427543467994
"672",0.380193573298194
"673",0.854110420284852
"674",0.49677721865706
"675",0.539858458021349
"676",0.613715278332803
"677",0.497374924965001
"678",0.281164824127794
"679",0.670926312764509
"680",0.682754934170501
"681",0.561084656991731
"682",0.513899763761649
"683",0.472926557831108
"684",0.909029007017958
"685",0.553057973587377
"686",0.594402027428525
"687",0.616948181973187
"688",0.563535692255949
"689",0.977903254780669
"690",0.598160764963934
"691",0.427804588386366
"692",0.649611263919559
"693",0.773248765781002
"694",0.438898618156498
"695",0.864188556571767
"696",0.643510327095022
"697",0.571244397350339
"698",0.737140935099906
"699",0.378198334082838
"700",0.834372432088513
"701",0.506428825634677
"702",0.460068936288905
"703",0.51660495766975
"704",0.604907444667355
"705",0.450342761600957
"706",0.204878103095828
"707",0.623039015966145
"708",0.735772927888895
"709",0.56680584290126
"710",0.663059614585585
"711",0.720344861835608
"712",0.447355808760594
"713",0.869466141632694
"714",0.471008821911713
"715",0.607985254641681
"716",0.887503961880445
"717",0.636957239664217
"718",0.59544793780496
"719",0.420484138894332
"720",0.417002500206339
"721",0.513457804001139
"722",0.531446134318944
"723",0.862862106445342
"724",0.510961194437065
"725",0.418872286346708
"726",0.712148805562424
"727",0.625335329484565
"728",0.61792261875661
"729",0.836414013373492
"730",0.76178791618296
"731",0.785698687264801
"732",0.561340561581527
"733",0.573605712567803
"734",0.586700171018235
"735",0.469319147914937
"736",0.411924035032814
"737",0.66219439012829
"738",0.571415596196701
"739",0.600346016626077
"740",0.787011928557356
"741",0.49108719841376
"742",0.910473792738104
"743",0.530127827089343
"744",0.723488199645031
"745",0.420640752646919
"746",0.643171634310947
"747",0.47924739057397
"748",0.483373937513446
"749",0.401317867062395
"750",0.597301012523986
"751",0.720255181961344
"752",0.57283193733928
"753",0.558058174713361
"754",0.532960346554351
"755",0.708983491070734
"756",0.766090796246561
"757",0.253094188380542
"758",0.520474161767502
"759",0.739190673960523
"760",0.844816078130003
"761",0.691390802143769
"762",0.579313354274447
"763",0.696110634838029
"764",0.634392993084132
"765",0.683198137499784
"766",0.673045378615911
"767",0.837801889670372
"768",0.655815719001636
"769",0.536927991845995
"770",0.761838982773851
"771",0.473371190540256
"772",0.552916823583663
"773",0.220353596288816
"774",0.630673813268249
"775",0.69969851065391
"776",0.327672910567129
"777",1.0014584873612
"778",0.452633488754592
"779",0.395712466300254
"780",0.547960694067988
"781",0.647323832140786
"782",0.530400231397004
"783",0.67857219002533
"784",0.459188384084816
"785",0.715682414900938
"786",0.620079903735909
"787",0.898683818922917
"788",0.66004654470859
"789",0.592913950196139
"790",0.621510441438468
"791",0.68700635979626
"792",0.472231270562899
"793",0.440779947124365
"794",0.735693692885736
"795",0.613347395948501
"796",0.365708150795031
"797",0.447400083117921
"798",0.616380621272744
"799",0.786151216296534
"800",0.630447429920637
"801",0.598855399562809
"802",0.526902289592964
"803",0.485464273935879
"804",0.498962553490287
"805",0.670225099065876
"806",0.50765291651411
"807",0.629451137403534
"808",0.552511647298749
"809",0.625250852536725
"810",0.76127538361154
"811",0.726230515549522
"812",0.593028715957388
"813",0.443120443833473
"814",0.691050278415179
"815",0.621468898748331
"816",0.439975791291232
"817",0.758750001064478
"818",0.738522922581042
"819",0.490432120416017
"820",1.02403131090709
"821",0.103681607642057
"822",0.702134707151026
"823",0.524008865522786
"824",0.630485525688406
"825",0.434098034113129
"826",0.561127406305388
"827",0.502960878682302
"828",0.67869202081234
"829",0.672233024239962
"830",0.71548227548842
"831",0.663169470887597
"832",0.586380420005104
"833",0.58476081803524
"834",0.894682191544275
"835",0.73459973831539
"836",0.590626145423067
"837",0.837276686527587
"838",0.671312988612173
"839",0.58425770232669
"840",0.43856137500334
"841",0.654803379482743
"842",0.68179230000759
"843",0.498810133243589
"844",0.442170135224003
"845",0.389816677622494
"846",0.461874511441335
"847",0.769347380244249
"848",0.674017770177009
"849",0.453377550496238
"850",0.349892981948781
"851",0.159812197308521
"852",0.451911292756937
"853",0.675558676876006
"854",0.411007828537854
"855",0.648272431101584
"856",0.873957858461033
"857",0.257973887659696
"858",0.581054873596467
"859",0.445755571671392
"860",0.751439020557853
"861",0.600782273891268
"862",0.656004664060327
"863",0.627860615508654
"864",0.63647403475049
"865",0.652082287099528
"866",0.446251153395895
"867",0.802653556991237
"868",0.84177875099191
"869",0.576143851590601
"870",0.571291472610122
"871",0.30892195544791
"872",0.626119245785398
"873",0.243702749292609
"874",0.567843187781979
"875",0.364566423343776
"876",0.472572364257512
"877",0.574189479947399
"878",0.683141937726496
"879",0.821740021610501
"880",0.532604700026505
"881",0.566385495216347
"882",0.563504624845827
"883",0.522183587108971
"884",0.55139588405407
"885",0.712797970636199
"886",0.877742186553362
"887",0.848038986859276
"888",0.581915556891797
"889",0.692593426186199
"890",0.507681930220165
"891",0.361598592310272
"892",0.682002875293528
"893",0.658129631270037
"894",0.852577448534702
"895",0.57256632749092
"896",0.328997869695945
"897",0.645039770077787
"898",0.360384788468769
"899",0.42335067550835
"900",0.526914031129965
"901",0.528785705625979
"902",0.382241159267608
"903",0.765796875903767
"904",0.648312679910257
"905",0.454733088744264
"906",0.466358574754699
"907",0.405942771781082
"908",0.6555816639883
"909",0.739270911186057
"910",0.52822153391143
"911",0.760967239187379
"912",0.549528170170196
"913",0.640814807932568
"914",0.776512689006214
"915",0.47791895865202
"916",0.617802722966451
"917",0.6840473697277
"918",0.533133219776373
"919",0.623499516484561
"920",0.663132708710616
"921",0.787436427586552
"922",0.745321731778806
"923",0.537581429634285
"924",0.696329445827004
"925",0.845512015402741
"926",0.500547179786431
"927",0.824403055522182
"928",0.383278780297838
"929",0.458166942220553
"930",0.62167944088555
"931",0.330514530436695
"932",0.650645150934909
"933",0.263052418682299
"934",0.482608120919654
"935",0.449484791024112
"936",0.747676456670612
"937",0.4261564921885
"938",0.805091114793972
"939",0.471632238103835
"940",0.546527115881142
"941",0.468910919457295
"942",0.770233657090073
"943",0.390041396073931
"944",0.716989647648724
"945",0.754425584275053
"946",0.540420277859502
"947",0.39431103230246
"948",0.714664874950661
"949",0.446578909062231
"950",0.459687786038516
"951",0.491499600769645
"952",0.452296828940115
"953",0.862204573151896
"954",0.697102740483928
"955",0.653543888909562
"956",0.508924986605726
"957",0.766126396542661
"958",0.43928558141287
"959",0.566769173108568
"960",0.774397336530175
"961",0.452360123759692
"962",0.605903918914456
"963",0.478398384264979
"964",0.538720398466265
"965",0.591487189311181
"966",0.570188817011329
"967",0.752690325935234
"968",0.698964522434972
"969",0.729320210135764
"970",0.733833618894168
"971",0.810559834756394
"972",0.635886832118142
"973",0.703328975191564
"974",0.546139399929713
"975",0.58166210010521
"976",0.684725399936945
"977",0.546607034720035
"978",0.540799192553538
"979",0.643130867131103
"980",0.842849927605466
"981",0.379922916963086
"982",0.52542795743902
"983",0.660333888907238
"984",0.650492259153192
"985",0.37630582534391
"986",0.483040907418206
"987",0.422638731758702
"988",0.592795604641845
"989",0.807692568746129
"990",0.599749857148084
"991",0.566465431469322
"992",0.95630568397588
"993",0.50414391187949
"994",0.6179969577841
"995",0.547072886985113
"996",0.456546167844998
"997",0.695794516410598
"998",0.517335556780511
"999",0.734466274644668
"1000",0.535483832332217
